sentiment,headline
1,finnish construction company yit corporation is planning to build about 200 highquality holiday homes near the tahko ski and spa resort  in finland .
1,at a press conference  lattelecom board chairman nils melngailis explained that blackstone had been chosen for its experience in the it sector as well as its financial strength .
1,com  and we are constantly planning new ways to serve our customers online on a more comprehensive basis  '' says matti leminen  president of anttila oy .
1,finnish retailer stockmann has won approval from the board of swedish rival lindex for a public tender offer with the aim of expanding the companies ' presence in russia and other cee countries  stockmann said monday .
0,finnish software and hardware developer elektrobit oyj hel  ebg1v  or eb  said today it will temporarily lay off up to 200 people for a maximum of 90 day in finland  aiming to achieve cost savings of eur 1.7 million usd 2m in the second half of 2010 .
1,handelsbanken ranked before local cooperative banks and aktia in customer loyalty this time too  however .
1,in recent months  capman has taken significant steps to simplify its operations  ceo lennart simonsen said .
1,it also has strong assets in electronic media  employing 18500 an increase of 9 percent on last year .
1,kaido kaare  general director for atria eesti  says the company's investments in the upgrade of the pig farms surpass eek 150mn eur 9.59 mn usd 14.19 mn in the past years .
1,nokia will continue to invest in future development of qt for the benefit of all users  both commercial and lgpl .
0,on the other hand  finnish sawmills ' production has decreased even more .
1,one of the installed elevators will be a doubledeck elevator  which enables more efficient use of the building's core space .
1,renzo piano's building design will be a wonderful addition to london's skyline  '' says noud veeger  evp and area director for central and north europe at kone .
1,tekla will implement the renewal in software versions which will be introduced in spring 2011 .
1,the aim is to convert the plants into flexible manufacturers of new and technologically demanding products .
1,the annual thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .
1,the company's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .
1,the deal strengthens ramirent's position especially in the industrial sector and in large investment projects .
1,the most loyal customers were found in the bank of _land  with an index of 8.0 .
1,the pipeline is strong .
1,the service is intended to allow the people of thirteen mediterranean countries to reach the baltic more rapidly  with a single carrier .
1,the terms of the financing were approved by the annual general meeting of the company held on june 30  2010 .
1,there are companies  which are ready to invest their own funds in this deal such as rostelecom rts  rtkm .
1,this is the first time finnair has been awarded an agreement with the uk government .
1,upmkymmene has generated four consecutive quarters of positive free cash flow .
1,upmkymmene has generated seventeen consecutive quarters of positive cash flow from operations .
1,upmkymmene has generated thirtyone consecutive quarters of positive ebitda .
1,vdw combined with lxe devices enhances productivity  enabling workers to use a single device to perform voice  scanning and keyboard functions .
1,we can choose the most efficient  best overall value option for our customers already at the bidding stage .
1,when open next year  it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .
1,viking line head jan kaarstroem told tt that his company's ferries were well equipped to handle ice and that all the passengers were safe .
1,finnish plumbing and heating systems supplier uponor corporation  omx helsinki  unr1v  said on tuesday  12 august  that its board of directors has authorised the management to proceed with a companywide cost reduction program .
0,net sales of finnish sanoma learning  literature  of finnish media group sanoma  decreased by 3.6  in januaryjune 2009 totalling eur 162.8 mn  down from eur 168.8 mn in the corresponding period in 2008 .
0,employing 112 in finland and 280 abroad  the unit recorded firstquarter 2007 sales of 8.6 mln eur  with an operating loss of 1.6 mln eur .
0,jp morgan expects that scala will lower nobel biocare's growth forecast for 2007 from the current guidance of 2325 pct  as well as the operating margin target from the current 3435 pct .
0,furthermore  sales of new passenger cars and light commercial vehicles in the country declined by 5.4  yearonyear last month .
0,it services firm tietoenator was bucking the general trend  holding flat at 22.70 eur  after slipping back from earlier gains .
0,profitability  ebit   was 13.6   compared to 14.3  in q2 2009 .
0,several large stocks tacked lower  however .
1,the company booked apriljune new orders worth 949 mln eur  compared with 786 mln eur in the same period a year ago .
0,sales of midstrength beer decreased by 40  .
0,teliasonera's underlying results however included 457 mln skr in positive oneoffs  hence the adjusted underlying ebitda actually amounts to 7.309 bln skr  clearly below expectations  analysts said .
1,aspocomp has repaid its interest bearing liability to standard chartered bank and will use the rest of the consideration to partially repay its interest bearing liabilities in finland and to improve its liquidity .
1,eurochem head of corporate finance alexander gavrilov said   i am pleased that we have once again confirmed that eurochem is able to attract longterm funds at attractive rates .
1,under a memorandum of understanding mou the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation  environmental protection and energy efficient technologies .
1,we are honored to be acknowledged for our commitment to the industry  especially in asia pacific . ''
1,the seminar introduced modern  clean technologies and products  financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in vietnam .
1,proving that good cellphone design is truly a work of art  the website for the nokia 6131 provides a colorful canvas for the expression of mobileinspired sentiments .
1,following last year's good profit development  we have entered the current year in a good position .
1,helsinki thomson financial kemira growhow swung into profit in its first quarter earnings on improved sales  especially in its fertilizer business in europe  which is normally stronger during the first quarter .
1,finnish lifting equipment maker kone oyj said on october 4  2007 it won an order worth 15 mln euro  21.2 mln to deliver a total of 53 custom designed elevators to norwegian shipbuilder aker yards asa .
1,for the full 2010 the company expects its net sales and operating result to improve from the previous year  saying that a positive operating result and its amount will depend on the order intake by the end of the summer .
1,it will focus on improving its profitability next year by streamlining operations .
1,md henning bahr of stockmann gruppen praises the trend  since the chains become stronger and their decisionmaking processes more clear .
1,mr lee said he hoped that neste's move will  pave the way for more collaboration projects between our two countries ' .
1,the company will enhance the gprs capability in the existing 12 idea telecom service areas and add 10 more service areas to its network .
1,the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .
1,the core of solidium's investment strategy is proper  value enhancing asset management of the current holdings .
1,the developers of that project predict that once it is completed in april 2009  skanssi will attract some 4.5 million visitors annually .
1,the geosolutions technology will leverage benefon's gps solutions by providing location based search technology  a communities platform  location relevant multimedia content and a new and powerful commercial model .
1,the stock is trading above both its maps and the 50day map of sek72 .983 is higher than the 200day map of sek70 .283  a bullish indicator .
1,those will be partially offset by a 186 mln eur gain on the sale of its celbi pulp plant in portugal .
1,with the measures  suominen corporation aims to ensure the competitiveness of the flexible packaging business in the long term .
1,abb deutsche bank upgraded its recommendation on swissswedish engineering group abb ltd. to  buy ' from  hold ' .
1,i am very pleased and proud of our performance last year  '' chief executive juha rantanen said in a statement .
1,i 'm pleased to receive the nomination committee's request and confidence  '' says jon risfelt .
1,our design team has long admired marimekko's vivid patterns and colors .
1,overall  we 're pleased with the startup curve ... and we 're pleased with the quality of the paper  '' stora spokeswoman patricia dietz said tuesday .
1,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''
1,we are proud to welcome another distribution facility to north mississippi and the region known as the logistics center of the united states  '' said gray swoope  executive director of mda .
1,we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte  '' said juergen walter  head of converged core  nokia siemens networks .
1,a memorandum of understanding on cooperation between the finnish global chemical company kemira and vietnam national chemicals group  vinachem  was signed on this occasion .
1,also  it is bringing in  the right kind of people '' to upgrade its human resources .
1,at the seminar  a memorandum of understanding on cooperation was signed between the finnish kemira company and vietnam national chemical corporation .
1,by acquiring rcp  we can combine our strong knowhow with the expertise of a solid local company .
1,eurochem cfo andrey ilyin said   this facility marks another important step for eurochem in securing the longterm financing necessary for our potash and other strategic projects '' .
1,helsinki  thomson financial   kone said it has won four orders in saudi arabia  united arab emirates and qatar worth 40 mln eur .
1,adp news   finnish handling systems provider cargotec oyj  hel  cgcbv  announced on friday it won orders worth eur 10 million  usd 13.2 m  to deliver linkspans to jordan  morocco and ireland .
1,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from  neutral '' to  buy '' in may .
1,outotec oyj press release  february 19  2008 at 11.00 am outotec has won two large minerals processing technology orders from mirabela mineracao do brasil ltda  brazil and from cumerio med jsco  bulgaria .
1,outotec said it won new orders worth 492.9 mln eur during the quarter  compared with 240.4 mln eur a year earlier .
1,president and ceo mika vehvilæinen says the positive signs are first and foremost emerging outside finland .
1,raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group .
1,satama earned data management solutions competency with business intelligence specialization recentlyvia the acquisition of fimentor oy .
1,sysopen digia plc  press release  7 february 2006 ibm finland has rewarded its most distinguished partner companies for 2005 .
1,the brokerage said 2006 has seen a  true turning point ' in european steel base prices  with better pricing seen carrying through the second quarter of 2006 .
1,the concept enables a commercially affordable way to manufacture highquality tco coated glass for the solar industry .
1,the new policy was also aimed at making the companies more profitable and competitive .
1,the purpose of this action is to ensure company's cost effectiveness this year and in the near future .
1,this location makes the mall a convenient place to shop for consumers from three large residential areas nearby  jaroszowka  wysockiego and zgody .
1,tieto offers aktia a good foundation and the required support services for implementing the update project  ' says juha volotinen  responsible for aktia's web services .
1,we are glad that our long cooperation with sodra continues ''  comments stiggoran sandberg  affecto's area manager for baltic operations .
1,lining stone sales were also good in the early autumn  and order books are strong to the end of the year .
1,this vessel order will help aspo secure the longterm competitiveness of its fleet  both in terms of technology and pricing .
1,15 december 2010  finnishgerman telecoms equipment maker nokia siemens networks said today it won a contract to upgrade the radio network of homebased telecommunications company elisa oyj hel  eli1v .
1,finnish kci konecranes has been awarded an order for four hot metal ladle cranes by indian steel producer bhushan steel  strips to be delivered in 2007 .
1,finnish raute precision has won large glass batch plant and mortar plant orders from mexico and the us .
1,vaahto pulp  paper  of finnish vaahto group  has been awarded an order to renovate finnishswedish forest industry company stora enso's paperboard machine at the ingerois board mill in finland .
1,combining the two producers will create a strong eubased fertilizer industry capable of meeting global competition  they added .
1,finnish it solutions provider affecto oyj said today that it has won a frame contract  valued at some eur2m  to implement the next phase of its insurance application for south african mutual  federal insurance company limited mf .
1,helsinki afx  kci konecranes said it has won an order for four hot metal ladle cranes from indian steel producer bhushan steel and strips ltd. .
1,helsinki afx  outokumpu said its technology unit has won a 28 mln eur contract from bosniaherzegovina's aluminij dd mostar to upgrade an anode plant .
1,hk ruokatalo now accounts for about 50  of poultry sales in finland  and profitability is at a good level .
1,however  the bottomline result improved thanks to positive financial items .
1,kesko agro lietuva  the agricultural machinery and grain trader and another member of the kesko group  boosted its sales by 42.9 percent to 13.4 million euros  vat inclusive .
1,lee  man paper and metso have a long and prosperous cooperation  a good example of which are the changshu and hongmei kraftliner machines delivered earlier .
1,london's leading shares today jumped almost 100 points  or 1.7   as the market opened .
1,metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to china's lee  man paper co. .
1,mika stahlberg  vp fsecure labs  said   we are excited and proud that fsecure has been recognized by avcomparatives as the product of the year .
1,the ministry of water in tanzania has awarded poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in bukoba and musoma  situated at lake victoria in northern tanzania .
1,the policy was also aimed at making the companies more profitable and competitive .
1,the three year turnaround program is expected to ensure salomon's future competitiveness  the company said .
1,we are very pleased with the fine cooperation between the two countries in recent times  he said .
1,finland's leading metals group outokumpu said its fourthquarter net profit more than tripled on the back of strong global demand for stainless steel  soaring base metal prices and proceeds from the sale of its technology unit .
1,we are delighted to announce our support for intel based handheld platforms  the capabilities of which have made our development easier and faster .
1,according to bosse  the present cooperation is beneficial to all parties  however .
1,we are proud to contribute to the creation of a worldclass airport facility with kone's innovative people flow tm solutions .
0,finnish insurance company fennia and kesko group are ending their loyal customer cooperation .
1,efore's presence here also opens up new and interesting development opportunities for our students  '' the dean of the faculty of electronics  communications and automation at tkk said .
1,one of my colleagues summed up the e7 quite aptly when he remarked   fantastic hardware .
1,swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in march .
1,the cl51 is designed to measure cloud base height and vertical visibility in all weather conditions  which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .
1,i am pleased that bjorn wahlroos has accepted the nomination .
1,qpr 8 integrated management system is the fastest  easiest and most efficient way for organizations all around the world to take control of their humancentric business processes .
1,we are delighted to welcome elisa to our board of directors  '' said garry mcguire  ceo of rmg networks .
1,the representative body of swedish meats approved an improved offer from finnish hk ruokatalo to acquire the company .
1,after the renovation the biggest moulding line in the orhangazi foundry is the most modern line in europe .
1,finland's neste oil has been awarded the chemical industry federation of finland's innovation award for its nexbtl technology  which enables biodiesel to be produced from vegetable oil and animal fat .
1,finnish electronics manufacturer pkc group oyj  omx helsinki  pkc1v  said on wednesday  31 december  that it has completed the acquisition of man nutzfahrzeuge ag's cable harness business from man star trucks  buses spolka zoo in poland .
1,higher bit rates for outgoing traffic improves the enduser experience of mobile broadband services such as video conferencing  file sharing and sending emails with attachments .
1,i am looking forward to contribute to srv's success with my competence ''  says taneli hassinen .
1,it combines a perfect price performance with sophisticated management facilities  the company said .
1,it provides customers with industryleading elevators  escalators and innovative solutions for maintenance and modernization .
1,kemira coatings is the leading supplier of paints in northern and eastern europe  providing consumers and professionals with branded products in approx .
1,poyry has a good track record of major transportation projects in latin america .
1,the basware connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient  '' said ceo ilkka sihvo  basware corporation .
1,the itunesbased material will be accessible on windowsbased or macintosh computers and transferable to portable devices  including apple's ipods .
1,this bold spinning 360 red fabric design is set beautifully on ercols napoli sofa .
1,tomtom has given assurances that it will continue to sell maps to competitors if it wins eu approval .
1,we are very excited working with maxis on this first commercial deployment of  master of maya '  said joe doering  head of the asia south region at nokia siemens networks .
1,it gives us a sense of pride and exposure  '' said bruce hansen  the svh sales representative for wolverine .
1,nokia's calling all innovators africa competition has been specifically launched to enable developers to create locally relevant  bestofbreed mobile applications . ''
1,po ferries now has a very efficient and powerful vessel for its dover to calais route  '' head of the shipbuilder's rauma yard  timo suistio  said .
1,we are happy to be working with rapala to encourage boaters and anglers to introduce newcomers to the sport  '' said rbff president  ceo frank peterson .
1,we are pleased to welcome tapeks noma into cramo group .
1,cdli highlights the companies that provided the most comprehensive response to the carbon disclosure project cdp information request .
1,luxembourgregistered investment fund amber trust ii has won the final approval of lithuania's competition council to acquire 29.6 percent of sanitas  the country's largest pharmaceutical producer .
1,the adapter  awarded with the  certified integration for sap   netweaver '' endorsement  integrates basware s invoice automation and procurement solutions with more than 200 different erp systems .
1,the commission is to be applauded for applying a factbased and datadriven approach and for providing clarity for future petitions .
1,the company  which celebrates its fiftieth anniversary next year  has been exporting distinctive detached homes to central europe for several decades .
1,the energyefficient data center will be built by combining an effective energy solution with stateoftheart technology .
0,the finnish daily kauppalehti surmises that finnish supplier rautaruukki has raised its prices above aker's comfort zone .
1,the social plan negotiations were part of the three year turnaround program which is expected to ensure salomon's future competitiveness .
1,nokia  which has a strong track record in the lowerend handset market  said in july its touchscreen offering would come this year and be cheaper than rival models in order to tap into a highervolume market .
1,we aim to ensure that vacon is in good shape when capital expenditure starts to pick up again  '' comments vacon plc president and ceo vesa laisi .
0,shares in royal and sun alliance continued to slide back from a 12month high of 172p last month  after a potential suitor ruled itself out of a takeover bid .
0,managing director's comments   net sales for the first quarter were notably lower than a year before  especially in finland  russia and the baltic countries .
1,sales climbed 19.2 pct to 1.002 bln eur  surpassing the 953 mln eur consensus figure .
1,suominen corporation estimates that the costcutting program that started in autumn 2005  higher sales prices  and expected growth in volume of wet wipes  will make the company's operations more profitable .
1,in a release  the company said that vocollect t2 customers in north america can now take advantage of its voice directed warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .
1,business boomed after ostrom helped plant a small story about rapala lures in a life magazine issue that featured marilyn monroe on the cover .
1,finnish oko bank has signed a cooperation agreement with raiffeisen concerning finnish companies ' investments in russia .
1,paper maker stora enso oyj said friday it has been acquitted of charges that it participated in a paper pricefixing conspiracy in the united states .
1,cooper sh  the uk distributor for lift equipment manufacturer konecranes  won the fiveyear deal which involves low maintenance and fuel saving technologies .
1,metsaliitto said that it will book a minor gain of less than eur1 .0 m from the transaction .
1,the negotiations were carried out in a constructive manner  and all parties tried to find a solution to the situation .
1,this is a much better process than using virgin paper as it requires less transportation of wood pulp from places like finland and canada .
1,after the reporting period  biotie north american licensing partner somaxon pharmaceuticals announced positive results with nalmefene in a pilot phase 2 clinical trial for smoking cessation .
1,indorussia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015  if trade irritants and procedural hassles are resolved  '' the chamber said in its survey on obstacles to trade with russia .
1,this is a significant milestone for benefon  helping us to secure critical usp's for our personal navigation product roadmap for 2007 and beyond  '' commented simon button  chief technology officer at benefon .
1,18 may 2010  finnish electronics producer elcoteq se hel  elqav said today that it has signed an extensive cooperation agreement on industrialisation  manufacturing  distribution and aftermarket services for mobile phones with japan's sharp tyo  6753 .
1,investors will continue being interested in the company's share although it is not quite cheap  affarsvarlden said .
1,in complying with the european water framework directive requirements  the pretreatment unit will be fully renovated  including hydraulics of waste water inception  degridding  sand and grease removal and treatment and deodorization of the unit .
1,so far  mr. galvan he has been able to avoid laying off workers .
0,this is super nasty  '' said eric schultze  chief technology officer at shavlik technologies llc  a st. paul  minn.based maker of patch management tools .
0,more than a third of the original participants dropped out due to nausea and other side effects .
1,the stonegate utm solution offers protection against inbound and outbound attacks .
0,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems .
0,fsecure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .
1,the completion of the recycling plant is an important link in the chain of creating a waste management system in the dubna region that meets the eu standards .
0,the seawind that was en route from the finnish port of turku to stockholm got stuck in ice already around 4 p.m. on wednesday and the regal star's journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at 2 a.m. on thursday .
1,upon completion  keskuskatu will form the backbone of helsinki's pedestrianised downtown area  linking up with the city's other main pedestrian precincts .
0,uncommonly weak snow conditions in nearly every market have affected our first quarter result  '' chief executive roger talermo said .
0,danish company flsmidth has acknowledged that it has violated a patent held by finnish metso .
0,the liquidity providing was interrupted on may 11  2007 when aspocomp group oyj's shares traded below 0.50 cent  aspocomp's stock exchange release 11.5.2007  .
1,markets had been expecting a poor performance  and the company's stock was up 6 percent at  x20ac 23.89 us 33.84 in early afternoon trading in helsinki .
1,the layoffs were aimed at reaching an annual savings target of 1.5 billion euros  2 billion by the end of 2010 .
1,according to finnish insurance companies tapiola  local insurance group  læhivakuutus   and pohjola the two fierce storms at the end of july and in the beginning of august 2010 that felled trees around finland have speeded up sales of forest insurance .
1,excluding nonrecurring items  pretax profit surged 45  to eur80m .
0,adp news  feb 13  2009  finnish retailer kesko oyj hel  kesbv said today its total sales  excluding value added tax vat  stood at eur 661.3 million usd 853.1 m in january 2009  down 15.2  yearonyea
0,the low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
1,talentum expects that the net sales of its core business will increase in 2008  compared to 2007 .
1,in the newly formed company yit stavo the local contact network  expertise and market know how of euro stavokonsult will be combined with yit's housing concept  '' said juha kostiainen  yit's vice president  corporate communications and business development .
1,a  euro  4.8 million investment in 13.6  of lewa netted deutsche beteiligungs  euro  21 million .
1,in china  finnish kone that provides elevators  escalators  and solutions for modernisation and maintenance will build 342 escalators that will be installed in a highspeed railway section between beijing and shanghai in a 1.5 years ' time .
1,according to pkc  the acquisition would bring a significant addition to pkc's customer base .
1,airbus has 100 firm orders for the a350 and 89 nonbinding commitments .
1,at the end of the review period  nordic aluminium's order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .
1,both the net sales and operating profit were record high in the company's history .
1,elcoteq's stock of orders has stabilised in the past weeks  mr krippl said .
1,favourable currency rates also contributed to higher net sales  '' ceo kari kauniskangas said .
1,fiskars  a 360yearold global business best known for its orangehandled scissors  expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete .
1,fullyear net sales are expected to increase by approximately 10   the company said .
1,in addition to the indian market  the new plant will serve salcomp's customers globally  the company said .
1,in q1 '10 19 april 2010  finnish forest machinery and equipment maker ponsse oyj hel  pon1v said today that it expects to swing to a net profit of some eur6 .3 m in the first quarter of 2010  from an eur9 .6 m loss a year earlier .
1,in the beginning of this year  wartsila had secured an order to deliver four gasfuelled main engines and propulsion machinery for the same vessel .
1,india's trade with russia currently stands at four billion dollars  growing 9.6 per cent in fiscal 2007 .
1,instead  elcoteq has signed a nonbinding letter of intent with another asian strategic investor .
1,lithuanian beer makers sold 256.88 million liters of beer in 2005  a rise of 4.5 per cent from the yearearlier figure of 245.92 million liters .
1,loss after taxes amounted to eur 1.2 mn compared to a loss of 2.6 mn .
1,net sales revenue per passenger is expected to increase .
1,return on investment was 16.6  compared to 15.8  in 2004 .
1,selfservice and automation are in a bigger role now and fujitsu's global resources will be exploited effectively .
1,the company moved to an operating profit of eur10 .9 m versus an operating loss of eur15 .3 m. it also turned to eps of eur0 .08 versus loss per share of eur0 .04 .
1,the insurer anticipates its share in nordea's net profit to be significant .
1,the item included restructuring costs of eur1 .6 m  while a year earlier they were eur13 .1 m. diluted eps stood at eur0 .3 versus a loss per share of eur 0.1 .
1,the new office  located in shenzhen  will strengthen vaisala's already 10year old presence in china .
1,the price of raw material aluminium went up at the end of 2005  but the company considers its outlook for 2006 favourable .
1,the refining margin for the year was  13.39  bbl  compared to  10.46  bbl in the prior year .
1,the subdivision made sales revenues last year of eur 480.7 million eur 414.9 million in 2008  and operating profits of eur 44.5 million eur 7.4 million .
1,vaahto  which has entered the deal via its subsidiary vaahto pulp  paper machinery  will supply two of the units in the end of 2010  while the remaining ones are expected for delivery in the beginning of 2011 .
1,via the move  the company aims annual savings of some eur 3 million usd 4.3 m  the main part of which are expected to be realized this year .
1,viking line manages well with its current ferries .
1,scania morgan stanley lifted the share target on swedish heavyduty truck and bus maker scania ab to 330 crowns   42.4  35.2 euro  from 310 crowns   39.8  33.1 euro  .
1,very recommendable ' is the nokian z g2 according to the  adac judgement ' in the latest summer tyre test of the german automobile association adac .
1,neste oil is working with over 20 research communities in europe  america  africa  asia  and australia to develop and introduce new raw materials .
1,the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires . ''
1,3 january 2011  finnish flag carrier finnair oyj  hel  fia1s  said today it sealed a nineyear sale and leaseback agreement for its newest airbus a330 aircraft for syndication into the japanese operating lease market .
1,according to acnielsen's scantrack study for the period week 10 of 2005 to week 9 of 2006  cocacola is the market leader in soft drinks in finland .
1,finnish ahlstrom corporation has ordered key production equipment for a new glass nonwovens production line at its russian tver mill from finnish vaahto pulp  paper machinery  that is part of vaahto group  .
1,finnish vacon has signed significant deals with norwegian scandinavian electric systems  ses  on the supply of ac drives .
1,finnishswedish tietoenator is expanding its business quickly in russia .
1,h_kan dahlstrm  head of mobility services at teliasonera  has forecast that mobile data volume on the teliasonera network in sweden will rise eightfold to 200000 tb by 2014 .
1,according to mreal's ceo  mikko helander  this transaction will enable the company to proceed swiftly with its restructuring program .
1,according to olvi's managing director lasse aho  the company has an ongoing mmx plus project that aims to find growth outside finland .
1,acquisitions have been made and businesses have been well integrated .
1,brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system .
1,cargotec corporation  press release  april 28  2008 at 2.00 p.m. finnish time cargotec's macgregor business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .
1,commencing the construction works of pearl plaza is a significant step in our russian projects .
1,cost savings will then rise to some 20 mln eur a year from 2007  oko said .
1,cramo group's financial targets for 20102013 are sales growth higher than 10 percent per year  return on equity above 15 percent .
1,diluted loss per share stood at eur 0.15 versus eur 0.26 .
1,efficiency programs totalling 100 million euros are under way in finnair .
1,elektrobit  eb  has renewed its it infrastructure contract with ict services provider fujitsu services for eb's patja service .
1,european traffic grew nearly 30  .
1,finnish elevators and escalators maker kone corporation said on tuesday  18 march  that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london .
1,finnish financial software developer basware oyj said today it will provide its invoice automation  ia  solution to an unnamed major retail company in the usa in a deal  worth more than eur300 000 .
1,finnish forest machinery and equipment maker ponsse oyj said on october 5  2007 it will deliver a total of 67 cuttolength method forest machines and 44 harvester heads to brazilian paper maker bahia pulp and to unnamed uruguayan wood harvesting contractors .
1,finnish metso will supply new wood handling and bleaching lines  as well as a rebuild of the kraft liner washing line for klabin's telmaco borba mill in the brazilian state of paranè .
1,finnish technology group aspocomp group oyj  omx helsinki  acg1v  issued its third quarter report on thursday  13 november   posting an operating profit of eur0 .4 m  as compared to a loss of eur0 .5 m in the third quarter of 2007 .
1,finnishowned contract manufacturer of electronics elcoteq hungary kft has announced plans to recruit more than 650 new staffers to fulfill new orders in p_cs  where the company has two plants .
1,for q2 2010  consolidated earnings before tax totaled eur4 .5 m  compared to eur3 .9 m  and net profit was eur3 .2 m  compared to eur2 .9 m in the previous year .
1,for telenor  the three and a half year contract is worth an estimated 12.6 m. yit has chosen telenor and elisa as its principal suppliers of ict solutions in norway  sweden  denmark and finland .
1,however  he expects banks to provide alternative financing .
1,in 2007  marimekko has also opened concept stores in yokohama and nagoya  central japan  in silver spring in metropolitan washington dc  usa  in graz  central austria  and in aalborg  northern denmark .
1,in 2008  the deal is likely to bring savings of eur 20mn25mn .
1,in middle east  north africa  tecnotree has grown considerably in the recent years .
1,in q1 2010 18 may 2010  finnish electrical components maker salcomp oy  hel  sal1v  said today it turned to a net profit of eur1 .6 m in the first quarter of 2010 versus a loss of eur2m in the corresponding period last year .
1,in the end of 2006  the number of outlets will rise to 6070 .
1,in the first quarter of 2010  the marktomarket result was a pretax profit of eur 133 million versus a loss of eur 32 million in the same period last year .
1,incap contract manufacturing services private limited has inked agreements with six new customers in india .
1,it also said its third quarter diluted eps came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .
1,it also turned in earnings per share  eps  of eur 0.44 versus loss per share of eur 2.26 .
1,it also turned to earnings per share  eps  of eur 0.08 versus loss per share of eur 0.04 .
1,it is in line with its plans to focus on selected growth segments and streamline corporate structure .
1,it projected revenue of  2.2 billion to  2.3 billion  slightly higher than analyst estimates of  2.19 billion .
1,it will also strengthen ruukki's offshore business .
1,it will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .
1,jens schultebockum  vodafone's global director of terminals  said the company expects to sell one to two million of the vodafone 125 and 225 models in the first year of launch  and potentially tens of millions over the lifetime of the device .
1,juha jordan  chief engineer at glaston  said one of the reasons for choosing vacon as a global ac drives supplier is that it has service and support centres in the same countries where glaston operates .
1,kai tulonen  chief technology officer  sysopen digia says   mobility business suite represents a significant milestone in the company's offering to the telecommunications industry .
1,last month  outokumpu sold more than 80 percent of its technology unit  outokumpu technology oyj  to further its strategic goal of becoming the world's largest stainless steel maker .
1,last week  the finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company's strategic goal of becoming the world's largest stainless steel maker .
1,madison  wis.  feb. 6  prnewswire   fiskars announces that the united states patent and trademark office has granted a trademark registration for the color orange on its iconic scissor handles .
1,manavigatorseptember 7  2010kemira unveils indian jv with ivrcl finnish chemicals group kemira  hel  kra1v  on tuesday announced it has inked a deal to form a joint venture in india with local construction firm ivrcl infrastructure and projects ltd  bom 530773  .
1,metso will supply the equipment for two process lines at northland resources ' new kaunisvaara iron ore project in sweden which exploits tapuli and sahavaara iron ore deposits .
1,mreal's sales are expected to have increased by 4  yearonyear to eur609m in the second quarter of 2010 .
1,navteq has a commanding lead in installed map data systems in north american vehicles and may be the leader in turnbyturn navigation data offered by services such as onstar in north america  said analyst phil magney of telematics research group in minnetonka  minn. .
1,neste oil's board proposed 1.00 eur dividend for the fullyear 2007  compared with 0.90 eur a year ago .
1,net interest income totaled eur 15.9 mn  compared to eur 15.6 mn a year earlier .
1,net profit was 35.5 mln compared with 29.8 mln .
1,net sales in 2007 are expected to be 10  up on 2006 .
1,nokia bought chicagobased navteq in 2008  acquiring a maps database to compete with google s maps as well as with navigation device companies such as tomtom nv and garmin ltd. .
1,operating loss was eur 179mn  compared to a loss of eur 188mn in the second quarter of 2009 .
1,operating profit was eur 9.8 mn  compared to a loss of eur 12.7 mn in the corresponding period in 2009 .
1,pretax loss totaled eur 0.3 mn  compared to a loss of eur 2.2 mn in the first quarter of 2005 .
1,pretax profit totalled eur 2.0 mn  compared to a loss of eur 159.2 mn in the fourth quarter of 2008 .
1,pretax profit totalled eur 80.8 mn  compared to a loss of eur 13.1 mn in the corresponding period in 2009 .
1,previously  eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .
